country region code,country region,sub region 1,sub region 2,metro area,iso 3166_2 code,census fips code,place id,date,retail and recreation percent change from baseline,grocery and pharmacy percent change from baseline,parks percent change from baseline,transit stations percent change from baseline,workplaces percent change from baseline,residential percent change from baseline
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/12/2021,-3,22,-2,-18,-27,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/13/2021,-26,0,-29,-35,-35,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/14/2021,-20,7,-25,-32,-30,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/15/2021,-18,6,-20,-32,-27,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/16/2021,-19,3,-26,-35,-23,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/17/2021,-19,3,-32,-37,-16,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/18/2021,-20,-1,-41,-39,-9,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/19/2021,-12,9,-15,-31,-22,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/20/2021,-13,10,-17,-30,-22,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/21/2021,-11,11,-16,-30,-22,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/22/2021,-12,8,-15,-32,-20,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/23/2021,-15,7,-24,-34,-20,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/24/2021,-14,7,-28,-36,-13,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/25/2021,-13,6,-36,-37,-6,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/26/2021,-9,11,-13,-32,-20,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/27/2021,-10,11,-15,-30,-21,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/28/2021,-7,16,-15,-28,-21,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/29/2021,-8,15,-12,-27,-20,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,4/30/2021,-8,20,-19,-24,-19,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/1/2021,-4,22,-16,-25,-38,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/2/2021,-5,19,-31,-28,-6,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/3/2021,2,29,-2,-20,-21,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/4/2021,1,30,-4,-13,-22,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/5/2021,5,36,-2,-11,-22,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/6/2021,3,31,0,-36,-22,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/7/2021,-1,27,-13,-45,-21,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/8/2021,-1,26,-20,-46,-15,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/9/2021,2,26,-28,-46,-3,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/10/2021,9,37,5,-40,-30,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/11/2021,12,47,7,-32,-34,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/12/2021,11,61,12,-34,-60,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/13/2021,-1,14,30,-49,-72,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/14/2021,4,26,34,-48,-73,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/15/2021,3,27,25,-44,-55,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/16/2021,6,29,9,-40,-21,0
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/17/2021,12,35,42,-32,-37,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/18/2021,8,33,34,-7,-34,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/19/2021,6,31,25,-10,-31,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/20/2021,4,28,32,-16,-25,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/21/2021,2,26,10,-19,-21,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/22/2021,1,25,9,-13,-15,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/23/2021,1,23,7,-12,-4,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/24/2021,4,24,14,-14,-19,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/25/2021,6,29,17,-5,-19,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/26/2021,10,31,50,1,-54,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/27/2021,5,27,15,-11,-17,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/28/2021,2,25,0,-15,-15,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/29/2021,3,27,4,-9,-9,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/30/2021,5,26,10,-10,-2,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,5/31/2021,12,33,25,-8,-19,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/1/2021,13,35,56,4,-55,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/2/2021,10,37,14,-7,-16,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/3/2021,8,32,17,-12,-15,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/4/2021,4,29,3,-14,-13,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/5/2021,5,30,7,-11,-8,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/6/2021,5,28,9,-11,-1,2
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/7/2021,8,29,15,-14,-16,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/8/2021,7,29,13,-14,-16,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/9/2021,8,31,10,-14,-15,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/10/2021,6,27,13,-15,-14,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/11/2021,1,23,-1,-19,-13,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/12/2021,1,23,2,-16,-7,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/13/2021,3,22,10,-16,0,3
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/14/2021,4,22,9,-16,-16,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/15/2021,0,19,3,-18,-16,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/16/2021,4,25,5,-17,-16,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/17/2021,1,20,5,-19,-16,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/18/2021,-2,19,-5,-22,-15,5
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/19/2021,-5,17,-9,-22,-8,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/20/2021,-3,17,-1,-22,-2,4
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/21/2021,-3,15,2,-20,-22,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/22/2021,-2,18,3,-19,-22,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/23/2021,-1,21,3,-21,-22,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/24/2021,-9,10,-6,-26,-22,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/25/2021,-5,22,-9,-28,-21,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/26/2021,-7,19,-10,-28,-13,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/27/2021,-6,17,-8,-30,-2,6
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/28/2021,-4,20,0,-26,-25,8
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/29/2021,-5,21,-1,-26,-24,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,6/30/2021,-5,25,-4,-28,-25,7
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/1/2021,-2,30,0,-28,-24,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/2/2021,-7,28,-12,-31,-24,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/3/2021,-16,19,-29,-43,-18,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/4/2021,-19,14,-39,-49,-10,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/5/2021,-11,23,-15,-44,-30,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/6/2021,-13,21,-19,-44,-31,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/7/2021,-12,24,-21,-45,-31,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/8/2021,-17,16,-22,-47,-31,14
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/9/2021,-22,11,-33,-52,-31,15
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/10/2021,-25,9,-43,-56,-22,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/11/2021,-25,7,-47,-59,-12,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/12/2021,-16,15,-22,-50,-32,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/13/2021,-18,14,-23,-48,-34,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/14/2021,-16,17,-26,-47,-33,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/15/2021,-17,14,-24,-49,-32,14
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/16/2021,-22,11,-33,-54,-32,15
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/17/2021,-25,9,-42,-56,-23,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/18/2021,-26,5,-48,-60,-11,14
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/19/2021,-13,21,-18,-51,-39,14
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/20/2021,-35,-9,-28,-62,-72,21
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/21/2021,-16,19,-22,-47,-34,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/22/2021,-21,16,-20,-46,-32,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/23/2021,-24,12,-30,-51,-31,13
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/24/2021,-26,11,-38,-52,-21,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/25/2021,-26,9,-43,-55,-11,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/26/2021,-17,17,-17,-44,-29,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/27/2021,-18,16,-19,-42,-30,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/28/2021,-16,20,-19,-41,-29,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/29/2021,-17,16,-17,-43,-28,11
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/30/2021,-20,15,-27,-47,-27,12
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,7/31/2021,-21,16,-34,-48,-17,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/1/2021,-20,16,-37,-50,-9,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/2/2021,-13,21,-17,-43,-27,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/3/2021,-14,20,-20,-38,-28,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/4/2021,-11,25,-15,-38,-26,9
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/5/2021,-11,23,-13,-38,-26,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/6/2021,-15,19,-22,-42,-25,10
ID,Indonesia,East Java,,,ID-JI,,ChIJxbXun_eToy0RULh8yvsLAwE,8/7/2021,-16,19,-29,-42,-16,8
